ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
48160,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded)",Coursera;Udemy;Codecademy;Pluralsight;edX;Udacity,10,6,"Engineer, site reliability;Engineering manager",2 to 9 employees,I have a great deal of influence,Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow,Saudi Arabia,SAR	Saudi Arabian riyal,35000.0,Monthly,JavaScript;Python;SQL;TypeScript,Elixir;Go;JavaScript;Python;SQL;TypeScript,DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,Elasticsearch;MongoDB;MySQL;Neo4j;PostgreSQL;Redis,AWS;DigitalOcean;Google Cloud,AWS;Google Cloud,Express;Node.js,Express;Node.js;Vue.js,,,Docker;Homebrew;Kubernetes;npm;Pulumi,Docker;Homebrew;Kubernetes;npm;Pulumi,IntelliJ;PyCharm;Visual Studio Code;Webstorm,IntelliJ;PyCharm;Visual Studio Code;Webstorm,macOS,macOS,Git,Code editor;Command-line,,,Airtable;Confluence;Jira Work Management;Notion,Confluence;Jira Work Management;Notion,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,European;Middle Eastern,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,112008.0
48884,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded);Certification videos,Coursera;Udemy;edX,19,15,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Data or business analyst","5,000 to 9,999 employees",I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,,,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MongoDB;MySQL;Firebase Realtime Database,Microsoft SQL Server;MongoDB;MySQL;Firebase Realtime Database,Firebase,Firebase,Angular;ASP.NET;ASP.NET Core ;Laravel,Angular;ASP.NET;ASP.NET Core ;Laravel,.NET,.NET,npm,npm,Atom;Notepad++;Visual Studio;Visual Studio Code,Atom;Notepad++;Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Trello,Trello,,,Favorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Yes,Independent contributor,15.0,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,3-5 times a week,Never,15-30 minutes a day,15-30 minutes a day,Somewhat long,None of these,No,Yes,Yes,Appropriate in length,Neither easy nor difficult,
49510,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;On the job training;Online Courses or Certification;Coding Bootcamp;Colleague,,Pluralsight;Udacity,10,6,Other (please specify):,"5,000 to 9,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,,Monthly,C#;JavaScript;SQL,C#;JavaScript;SQL,Microsoft SQL Server;PostgreSQL;Redis,Microsoft SQL Server;Redis,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;Vue.js,ASP.NET;ASP.NET Core ;Express;Node.js;Vue.js,.NET,.NET,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Linux-based;Windows,Git,Code editor;Command-line,,,,,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Unsure,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,Yes,People manager,7.0,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,3-5 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Too long,Neither easy nor difficult,
49719,I am a developer by profession,"Employed, full-time",Full in-person,Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Certification videos,Pluralsight;Udacity,20,16,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Cloud infrastructure engineer",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,Saudi Arabia,SAR	Saudi Arabian riyal,17000.0,Monthly,C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,Dart;Python,DynamoDB;Microsoft SQL Server;MySQL;Redis,MongoDB,AWS,,Angular;ASP.NET Core ;jQuery,Blazor;React.js,.NET,Flutter;React Native,npm,Docker;Kubernetes;Terraform,Android Studio;Visual Studio;Visual Studio Code;Xcode,,macOS;Windows,macOS;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Jira Work Management;Trello,,Slack;Zoom,,Unsure,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern;African,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,54408.0
49989,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;How-to videos,,16,12,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,54000.0,Yearly,HTML/CSS;Java;JavaScript;SQL,Go;Java;SQL,Couchbase,Couchbase,AWS;Google Cloud;Microsoft Azure,AWS;Google Cloud;Microsoft Azure,Angular;Angular.js,,,,Docker,Docker,GoLand;IntelliJ;Sublime Text,GoLand;IntelliJ;Sublime Text,Linux-based;macOS,macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Slack;Zoom,Slack;Zoom,Unsure,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,14401.0
50048,I am learning to code,"Student, part-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Blogs;Stack Overflow;How-to videos;Interactive tutorial,,Less than 1 year,,,,,Visit developer communities like Stack Overflow,Saudi Arabia,,,,C#;Python,C;C#;C++;JavaScript;TypeScript,Microsoft SQL Server,Microsoft SQL Server;MySQL,,,ASP.NET,ASP.NET;Node.js,.NET,.NET;Qt,Unity 3D,Unity 3D;Unreal Engine,Visual Studio;Visual Studio Code,Qt Creator;Visual Studio,Windows,Windows,Git,Command-line;Dedicated version control GUI application,,,,,,,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not at all",Under 18 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
51573,I code primarily as a hobby,"Student, full-time",,,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;How-to videos;Coding sessions (live or recorded),Coursera;Udemy,5,,,,,Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,,,,Python,Bash/Shell;Java,,,,,,,Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Electron;Torch/PyTorch,,,Atom;Visual Studio Code,Atom;IntelliJ;IPython/Jupyter,,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,,,Indifferent,Stack Overflow,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat",Under 18 years old,Man,No,Straight / Heterosexual,Multiracial,None of the above,Prefer not to say,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
51965,I am a developer by profession,"Student, full-time",,,"Associate degree (A.A., A.S., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Coding sessions (live or recorded);Certification videos",Codecademy,1,,,,,Start a free trial,Saudi Arabia,,,,Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;Python;SQL,Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;Python;Solidity;SQL;TypeScript,MySQL,Microsoft SQL Server;MySQL;Redis,Firebase;Heroku,Heroku,ASP.NET;Express;Node.js;React.js,ASP.NET;Express;Next.js;React.js;Svelte,.NET;Flutter;NumPy;Pandas,.NET;Flutter,Homebrew;npm,Homebrew;npm;Unity 3D;Unreal Engine,Atom;Nano;PyCharm;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,macOS,macOS,Git,Command-line,,,Notion,ClickUp,,,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
52247,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Udemy;Other,7,1,"Developer, full-stack;Developer, desktop or enterprise applications",20 to 99 employees,I have little or no influence,Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,16000.0,Monthly,Bash/Shell;Go;HTML/CSS;JavaScript;SQL,Go,Cassandra;Elasticsearch;PostgreSQL;Redis,Cassandra;Redis,,,Django;Vue.js,,Apache Kafka;Electron,Apache Kafka,Ansible;Docker;Homebrew;npm;Yarn,Ansible;Docker,Visual Studio Code,Visual Studio Code,macOS,Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence,,Mattermost,Mattermost,Unfavorable,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Yes,Independent contributor,1.0,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Never,1-2 times a week,1-2 times a week,60-120 minutes a day,Less than 15 minutes a day,Just right,None of these,No,No,Yes,Appropriate in length,Easy,51204.0
53076,I am a developer by profession,"Not employed, but looking for work",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Coding sessions (live or recorded),Other,5,,"Developer, full-stack;Developer, mobile",,,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,C#;Dart;Java;JavaScript;PHP;TypeScript,C#;C++;Dart;Go,Cloud Firestore;Firebase Realtime Database,Cloud Firestore,Firebase,Firebase,Node.js,,Flutter,.NET;Flutter,npm,Unity 3D;Unreal Engine,Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Windows,Git,Code editor;Command-line,,,Notion;Trello,Notion,,,Unsure,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,18-24 years old,Man,No,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
54186,I am learning to code,"Student, part-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp","Blogs;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Written-based Online Courses;Coding sessions (live or recorded);Certification videos",Udemy;Udacity;Other,2,,,,,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,HTML/CSS;Python,HTML/CSS;JavaScript;Python,,,,,Flask,FastAPI;Flask;React.js;Svelte;Vue.js,.NET;Flutter;Pandas;Qt;React Native,Electron;Flutter;Qt;React Native;Scikit-learn;TensorFlow;Torch/PyTorch,Unity 3D,Unity 3D;Unreal Engine,Android Studio;Sublime Text;Visual Studio;Visual Studio Code,Sublime Text;Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor,,,Notion,Notion,Google Chat;Zoom,Zoom,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Under 18 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
54751,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Video-based Online Courses;How-to videos,Coursera;edX,12,6,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Project manager","1,000 to 4,999 employees",I have some influence,Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,,,HTML/CSS;Java;JavaScript;SQL,,Microsoft SQL Server;MongoDB;MySQL;Oracle;Firebase Realtime Database,,Firebase;Google Cloud;Microsoft Azure,AWS,ASP.NET,Express;Next.js;Node.js,.NET,Apache Kafka;Apache Spark;Hadoop;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,,,Android Studio;Visual Studio;Visual Studio Code,IPython/Jupyter;PyCharm,Linux-based,Windows,Git,Code editor;Version control hosting service web GUI,,,Trello,ClickUp;Confluence;Jira Work Management,Zoom,,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
54896,I code primarily as a hobby,I prefer not to say,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Online Courses or Certification,,Coursera;Udemy;Pluralsight;edX;Udacity,3,,,,,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,HTML/CSS;JavaScript;Python;R,C;Dart;Rust,PostgreSQL;Firebase Realtime Database;SQLite,,Firebase;Heroku,,Django;FastAPI;React.js,Next.js;Vue.js,NumPy;Pandas;React Native;Scikit-learn;TensorFlow;Torch/PyTorch,,npm;Yarn,Docker,Android Studio;IPython/Jupyter;RStudio;Sublime Text;Vim;Visual Studio;Visual Studio Code,,,Windows,Git,Command-line,,,,,,,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",Under 18 years old,Man,No,,Indian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
54928,I code primarily as a hobby,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Other (please specify):;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Interactive tutorial,Udemy;Codecademy,4,,,,,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,Bash/Shell;C++;HTML/CSS;Java;JavaScript;PowerShell;Python,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;Ruby;SQL,MongoDB;MySQL;SQLite,,Google Cloud;Heroku,AWS;Google Cloud;Heroku,Django;Node.js;React.js,Django;Next.js;Node.js;React.js;Vue.js,.NET;React Native;Torch/PyTorch,.NET;React Native,npm;Unity 3D;Unreal Engine,npm,Atom;Eclipse;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Linux-based,Linux-based;Windows,Git,Command-line,,,,,Zoom,,Unsure,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Under 18 years old,Man,No,Straight / Heterosexual,White;Middle Eastern;North African,None of the above,I have an anxiety disorder,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
54931,I am learning to code,"Student, full-time;Not employed, and not looking for work",,,Primary/elementary school,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp",Technical documentation;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Coding sessions (live or recorded),Udemy;Codecademy;Other,4,,,,,,Saudi Arabia,,,,HTML/CSS;JavaScript,Python,MongoDB;MySQL,,Heroku,,Express;Node.js;React.js,,React Native,,npm,,Visual Studio Code,,Windows,Windows,Git,,,,Notion,,Zoom,,Very unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Under 18 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
55932,I am a developer by profession,"Student, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded),Udemy;Codecademy,8,,"Developer, full-stack;Student;Designer",,,Start a free trial,Saudi Arabia,,,,Bash/Shell;C;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Assembly;Bash/Shell;Go;PowerShell;Python;Rust;SQL;TypeScript,MariaDB;PostgreSQL;Firebase Realtime Database,MariaDB;PostgreSQL;Redis,DigitalOcean;Firebase;Linode,AWS;DigitalOcean;Google Cloud;Microsoft Azure,FastAPI;jQuery;Node.js;Vue.js,Vue.js,NumPy;Pandas,Flutter;NumPy;Pandas,Docker;npm;Yarn,Docker;Kubernetes,Android Studio;Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Notion,Notion,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack;Zoom,Unfavorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
56104,"I used to be a developer by profession, but no longer am","Employed, full-time",Full in-person,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,9,6,DevOps specialist,,,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,,,,C#;Erlang;HTML/CSS;Java;JavaScript;PHP;PowerShell;TypeScript,C#;Java;JavaScript;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Google Cloud;Managed Hosting;Microsoft Azure;OpenStack,AWS;Google Cloud,Angular;Angular.js;ASP.NET;ASP.NET Core ;Express,ASP.NET Core ;Express,Apache Kafka;Cordova;Flutter;Ionic;React Native;Spring;Xamarin,Apache Kafka;React Native;Spring,Docker;Homebrew;Kubernetes;npm;Yarn,Ansible;Chef;Docker;Homebrew;Kubernetes;Terraform;Yarn,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;Rider;Vim;Visual Studio;Visual Studio Code;Xcode,IntelliJ;Rider;Vim;Visual Studio Code,Linux-based;macOS,Linux-based;macOS;Windows,Git,Command-line,,,Asana;Confluence;Jira Work Management;Notion,Notion,Cisco Webex Teams;Microsoft Teams;Slack,Slack,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Yes,Independent contributor,6.0,,,,,,,,,,,Over 120 minutes a day,30-60 minutes a day,Just right,DevOps function;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Too long,Neither easy nor difficult,
56396,I am a developer by profession,"Not employed, but looking for work",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Written Tutorials;Video-based Online Courses,,2,,Student,,,,Saudi Arabia,,,,HTML/CSS;JavaScript;PHP,C#;Dart;HTML/CSS;JavaScript;TypeScript,MySQL,MySQL,,,Express;Node.js;React.js,ASP.NET;ASP.NET Core ;Express;Next.js;Node.js;React.js,,,npm,npm,Atom;Visual Studio Code,Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,,,,,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Under 18 years old,Man,No,,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
57382,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",,,14,4,"Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile","10,000 or more employees",I have little or no influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,,,C#;Java;PowerShell;Python;SQL;TypeScript,Java,MongoDB;Oracle,,,,,,.NET;Spring,,,,Notepad++;Visual Studio;Visual Studio Code,,,Windows,Git,Code editor;Command-line,,,,,,,Indifferent,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Yes,Independent contributor,4.0,Strongly agree,,Agree,Agree,Agree,Disagree,Agree,1-2 times a week,3-5 times a week,3-5 times a week,30-60 minutes a day,,Somewhat long,DevOps function;Developer portal or other central places to find tools/services,No,Yes,Yes,Appropriate in length,Easy,
57683,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;On the job training;Colleague,,,20,16,Engineering manager;Project manager;Product manager,20 to 99 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,,,Delphi,Delphi,SQLite,SQLite,AWS,AWS,Node.js,Node.js,Flutter,Flutter,,,"RAD Studio (Delphi, C++ Builder)","RAD Studio (Delphi, C++ Builder)",Windows,Windows,Git,Dedicated version control GUI application,,,Trello,Trello,Google Chat;Zoom,Google Chat;Zoom,Favorable,Stack Overflow,A few times per month or weekly,No,,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Yes,People manager,20.0,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,Never,60-120 minutes a day,15-30 minutes a day,Somewhat long,Microservices,Yes,No,Yes,Too long,Easy,
58536,I am learning to code,"Employed, full-time",Full in-person,Hobby,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Video-based Online Courses,Udemy,Less than 1 year,,Other (please specify):,,,Other (please specify):,Saudi Arabia,,,,,,,,,,,,,,,,,,Windows,Windows,I don't use one,,,,,,,,Very favorable,I have never visited Stack Overflow or the Stack Exchange network,,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",18-24 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,Yes,Independent contributor,1.0,Neither agree nor disagree,,,,,,,,,,15-30 minutes a day,Less than 15 minutes a day,,,,,,Appropriate in length,,
